GEOID, Name,County,Tribal Areas,Avg. Energy Burden (% income)
42091206704,Census Tract 2067.04,Montgomery County,,2
42079215600,Census Tract 2156,Luzerne County,,5
42079217300,Census Tract 2173,Luzerne County,,5
42079217400,Census Tract 2174,Luzerne County,,9
42101002100,Census Tract 21,Philadelphia County,,3
42101002200,Census Tract 22,Philadelphia County,,2
42101002300,Census Tract 23,Philadelphia County,,2
42101002400,Census Tract 24,Philadelphia County,,2
42101025300,Census Tract 253,Philadelphia County,,5
42101002500,Census Tract 25,Philadelphia County,,2
42101026000,Census Tract 260,Philadelphia County,,4
42101002702,Census Tract 27.02,Philadelphia County,,2
42101027500,Census Tract 275,Philadelphia County,,5
42101028300,Census Tract 283,Philadelphia County,,6
42101002900,Census Tract 29,Philadelphia County,,3
42029300501,Census Tract 3005.01,Chester County,,2
42089300700,Census Tract 3007,Monroe County,,4
42029303301,Census Tract 3033.01,Chester County,,3
42029303302,Census Tract 3033.02,Chester County,,2
42029303901,Census Tract 3039.01,Chester County,,2
42029303902,Census Tract 3039.02,Chester County,,2
42029304405,Census Tract 3044.05,Chester County,,2
42029304406,Census Tract 3044.06,Chester County,,2
42029304502,Census Tract 3045.02,Chester County,,2
42029305101,Census Tract 3051.01,Chester County,,4
42029306501,Census Tract 3065.01,Chester County,,2
42029308102,Census Tract 3081.02,Chester County,,2
42085030900,Census Tract 309,Mercer County,,5
42029311000,Census Tract 3110,Chester County,,2
42029311100,Census Tract 3111,Chester County,,2
42029311200,Census Tract 3112,Chester County,,3
42029311300,Census Tract 3113,Chester County,,2
42029311404,Census Tract 3114.04,Chester County,,3
42029311800,Census Tract 3118,Chester County,,4
42085031700,Census Tract 317,Mercer County,,4
42101031900,Census Tract 319,Philadelphia County,,4
42101003100,Census Tract 31,Philadelphia County,,3
42085032300,Census Tract 323,Mercer County,,3
42101032300,Census Tract 323,Philadelphia County,,5
42085032502,Census Tract 325.02,Mercer County,,4
42085032602,Census Tract 326.02,Mercer County,,4
42085032701,Census Tract 327.01,Mercer County,,4
42101003200,Census Tract 32,Philadelphia County,,5
42033331100,Census Tract 3311,Clearfield County,,5
42101003300,Census Tract 33,Philadelphia County,,4
42101034502,Census Tract 345.02,Philadelphia County,,3
42101035301,Census Tract 353.01,Philadelphia County,,3
42107003500,Census Tract 35,Schuylkill County,,4
42101036000,Census Tract 360,Philadelphia County,,3
42101036100,Census Tract 361,Philadelphia County,,3
42101003600,Census Tract 36,Philadelphia County,,5
42107003600,Census Tract 36,Schuylkill County,,4
42101003701,Census Tract 37.01,Philadelphia County,,5
42101003702,Census Tract 37.02,Philadelphia County,,4
42101003800,Census Tract 38,Philadelphia County,,3
42101003901,Census Tract 39.01,Philadelphia County,,3
42101003902,Census Tract 39.02,Philadelphia County,,3
42101004001,Census Tract 40.01,Philadelphia County,,3
42101004002,Census Tract 40.02,Philadelphia County,,3
42101004101,Census Tract 41.01,Philadelphia County,,4
42101004102,Census Tract 41.02,Philadelphia County,,5
42101006200,Census Tract 62,Philadelphia County,,6
42101006500,Census Tract 65,Philadelphia County,,6
42101006600,Census Tract 66,Philadelphia County,,8
42101006700,Census Tract 67,Philadelphia County,,6
42101006900,Census Tract 69,Philadelphia County,,8
42101000600,Census Tract 6,Philadelphia County,,1
42101007200,Census Tract 72,Philadelphia County,,7
42101007300,Census Tract 73,Philadelphia County,,7
42101007400,Census Tract 74,Philadelphia County,,6
42101007800,Census Tract 78,Philadelphia County,,3
42101007900,Census Tract 79,Philadelphia County,,3
42101000804,Census Tract 8.04,Philadelphia County,,1
42129804300,Census Tract 8043,Westmoreland County,,3
42129804801,Census Tract 8048.01,Westmoreland County,,3
42129805200,Census Tract 8052,Westmoreland County,,5
42129805400,Census Tract 8054,Westmoreland County,,8
42129807000,Census Tract 8070,Westmoreland County,,5
42101008000,Census Tract 80,Philadelphia County,,4
42101008200,Census Tract 82,Philadelphia County,,5
42101008301,Census Tract 83.01,Philadelphia County,,6
42101008302,Census Tract 83.02,Philadelphia County,,7
42101008400,Census Tract 84,Philadelphia County,,6
42101008500,Census Tract 85,Philadelphia County,,7
42101000902,Census Tract 9.02,Philadelphia County,,1
42101009000,Census Tract 90,Philadelphia County,,4
42019910700,Census Tract 9107,Butler County,,3
42019911501,Census Tract 9115.01,Butler County,,3
42019912700,Census Tract 9127,Butler County,,2
42101009200,Census Tract 92,Philadelphia County,,6
42101009300,Census Tract 93,Philadelphia County,,7
42101009400,Census Tract 94,Philadelphia County,,8
42117950600,Census Tract 9506,Tioga County,,3
42103950900,Census Tract 9509,Pike County,,9
42101009500,Census Tract 95,Philadelphia County,,7
42101009600,Census Tract 96,Philadelphia County,,7
42059970300,Census Tract 9703,Greene County,,4
42059970600,Census Tract 9706,Greene County,,4
42123970700,Census Tract 9707,Warren County,,4
42003980500,Census Tract 9805,Allegheny County,,23
42119090502,Census Tract 905.02,Union County,,3
42015950200,Census Tract 9502,Bradford County,,5
42015950300,Census Tract 9503,Bradford County,,3
42015950400,Census Tract 9504,Bradford County,,3
42015950500,Census Tract 9505,Bradford County,,3
42015950600,Census Tract 9506,Bradford County,,3
42015950700,Census Tract 9507,Bradford County,,3
42015950800,Census Tract 9508,Bradford County,,3
42015950900,Census Tract 9509,Bradford County,,4
42015951000,Census Tract 9510,Bradford County,,3
42015951200,Census Tract 9512,Bradford County,,5
42015951300,Census Tract 9513,Bradford County,,4
42015951400,Census Tract 9514,Bradford County,,3
42041981606,Census Tract 9816.06,Cumberland County,,4
42039110100,Census Tract 1101,Crawford County,,7
42039110300,Census Tract 1103,Crawford County,,5
42039110400,Census Tract 1104,Crawford County,,6
42039110600,Census Tract 1106,Crawford County,,4
42039110700,Census Tract 1107,Crawford County,,4
42039110800,Census Tract 1108,Crawford County,,5
42039111000,Census Tract 1110,Crawford County,,5
42039111100,Census Tract 1111,Crawford County,,5
42039111300,Census Tract 1113,Crawford County,,5
42039111400,Census Tract 1114,Crawford County,,3
42039111600,Census Tract 1116,Crawford County,,6
42039111700,Census Tract 1117,Crawford County,,3
42039111800,Census Tract 1118,Crawford County,,4
42039111900,Census Tract 1119,Crawford County,,5
42091200105,Census Tract 2001.05,Montgomery County,,2
42091200106,Census Tract 2001.06,Montgomery County,,2
42091200305,Census Tract 2003.05,Montgomery County,,3
42091200306,Census Tract 2003.06,Montgomery County,,3
42091200307,Census Tract 2003.07,Montgomery County,,3
42091200308,Census Tract 2003.08,Montgomery County,,3
42091201604,Census Tract 2016.04,Montgomery County,,3
42091201605,Census Tract 2016.05,Montgomery County,,3
42091201606,Census Tract 2016.06,Montgomery County,,3
42091201607,Census Tract 2016.07,Montgomery County,,2
42091202202,Census Tract 2022.02,Montgomery County,,2
42091202301,Census Tract 2023.01,Montgomery County,,2
42091208000,Census Tract 2080,Montgomery County,,3
42091208100,Census Tract 2081,Montgomery County,,3
42091208201,Census Tract 2082.01,Montgomery County,,3
42029300502,Census Tract 3005.02,Chester County,,3
42085030100,Census Tract 301,Mercer County,,6
42029308101,Census Tract 3081.01,Chester County,,3
42085031100,Census Tract 311,Mercer County,,5
42085031200,Census Tract 312,Mercer County,,3
42085031300,Census Tract 313,Mercer County,,3
42085031800,Census Tract 318,Mercer County,,5
42085031900,Census Tract 319,Mercer County,,3
42085032000,Census Tract 320,Mercer County,,5
42085032100,Census Tract 321,Mercer County,,5
42085032400,Census Tract 324,Mercer County,,4
42085032501,Census Tract 325.01,Mercer County,,4
42085032702,Census Tract 327.02,Mercer County,,4
42085032900,Census Tract 329,Mercer County,,3
42003562700,Census Tract 5627,Allegheny County,,2
42103950104,Census Tract 9501.04,Pike County,,4
42103950202,Census Tract 9502.02,Pike County,,6
42103950302,Census Tract 9503.02,Pike County,,7
42015951100,Census Tract 9511,Bradford County,,4
42003982200,Census Tract 9822,Allegheny County,,2
42101001001,Census Tract 10.01,Philadelphia County,,1
42017100403,Census Tract 1004.03,Bucks County,,4
42017100404,Census Tract 1004.04,Bucks County,,4
42017100500,Census Tract 1005,Bucks County,,3
42017100600,Census Tract 1006,Bucks County,,3
42017100700,Census Tract 1007,Bucks County,,3
42017100804,Census Tract 1008.04,Bucks County,,3
42017100805,Census Tract 1008.05,Bucks County,,3
42017100807,Census Tract 1008.07,Bucks County,,2
42017100808,Census Tract 1008.08,Bucks County,,2
42017100809,Census Tract 1008.09,Bucks County,,2
42049010101,Census Tract 101.01,Erie County,,4
42049010103,Census Tract 101.03,Erie County,,5
42017101405,Census Tract 1014.05,Bucks County,,3
42017101503,Census Tract 1015.03,Bucks County,,3
42017101505,Census Tract 1015.05,Bucks County,,2
42017101506,Census Tract 1015.06,Bucks County,,3
42017101605,Census Tract 1016.05,Bucks County,,3
42017101607,Census Tract 1016.07,Bucks County,,3
42017101609,Census Tract 1016.09,Bucks County,,2
42017101807,Census Tract 1018.07,Bucks County,,2
42017101808,Census Tract 1018.08,Bucks County,,2
42049010202,Census Tract 102.02,Erie County,,4
42017102004,Census Tract 1020.04,Bucks County,,2
42017102102,Census Tract 1021.02,Bucks County,,3
42069102100,Census Tract 1021,Lackawanna County,,3
42069102200,Census Tract 1022,Lackawanna County,,3
42069102300,Census Tract 1023,Lackawanna County,,4
42017102500,Census Tract 1025,Bucks County,,3
42017102600,Census Tract 1026,Bucks County,,4
42017102801,Census Tract 1028.01,Bucks County,,3
42011010303,Census Tract 103.03,Berks County,,3
42017103101,Census Tract 1031.01,Bucks County,,4
42017103102,Census Tract 1031.02,Bucks County,,4
42017103103,Census Tract 1031.03,Bucks County,,3
42133010300,Census Tract 103,York County,,3
42017104100,Census Tract 1041,Bucks County,,3
42017104400,Census Tract 1044,Bucks County,,2
42017104502,Census Tract 1045.02,Bucks County,,2
42017104901,Census Tract 1049.01,Bucks County,,2
42017105012,Census Tract 1050.12,Bucks County,,2
42017105207,Census Tract 1052.07,Bucks County,,2
42017106300,Census Tract 1063,Bucks County,,2
42017106402,Census Tract 1064.02,Bucks County,,3
42081010700,Census Tract 107,Lycoming County,,4
42049010903,Census Tract 109.03,Erie County,,3
42081010900,Census Tract 109,Lycoming County,,3
42069110700,Census Tract 1107,Lackawanna County,,3
42069110800,Census Tract 1108,Lackawanna County,,4
42069110900,Census Tract 1109,Lackawanna County,,4
42081011000,Census Tract 110,Lycoming County,,3
42069111000,Census Tract 1110,Lackawanna County,,3
42069111200,Census Tract 1112,Lackawanna County,,3
42081011100,Census Tract 111,Lycoming County,,4
42069112200,Census Tract 1122,Lackawanna County,,2
42069112300,Census Tract 1123,Lackawanna County,,3
42069112600,Census Tract 1126,Lackawanna County,,3
42013011400,Census Tract 114,Blair County,,4
42049011503,Census Tract 115.03,Erie County,,3
42049011600,Census Tract 116,Erie County,,4
42049011802,Census Tract 118.02,Erie County,,5
42081011900,Census Tract 119,Lycoming County,,4
42049012001,Census Tract 120.01,Erie County,,5
42003120800,Census Tract 1208,Allegheny County,,6
42011012104,Census Tract 121.04,Berks County,,3
42049012201,Census Tract 122.01,Erie County,,4
42049001200,Census Tract 12,Erie County,,7
42011013301,Census Tract 133.01,Berks County,,4
42101013402,Census Tract 134.02,Philadelphia County,,1
42101013601,Census Tract 136.01,Philadelphia County,,1
42095015700,Census Tract 157,Northampton County,,5
42095015802,Census Tract 158.02,Northampton County,,3
42003160800,Census Tract 1608,Allegheny County,,3
42003160900,Census Tract 1609,Allegheny County,,3
42095016902,Census Tract 169.02,Northampton County,,3
42101017602,Census Tract 176.02,Philadelphia County,,8
42095017607,Census Tract 176.07,Northampton County,,3
42101017701,Census Tract 177.01,Philadelphia County,,9
42101017800,Census Tract 178,Philadelphia County,,8
42101017900,Census Tract 179,Philadelphia County,,6
42095018300,Census Tract 183,Northampton County,,4
42003190300,Census Tract 1903,Allegheny County,,3
42101000100,Census Tract 1,Philadelphia County,,1
42025020300,Census Tract 203,Carbon County,,6
42043020500,Census Tract 205,Dauphin County,,4
42043020600,Census Tract 206,Dauphin County,,5
42043020700,Census Tract 207,Dauphin County,,9
42043020800,Census Tract 208,Dauphin County,,5
42043020900,Census Tract 209,Dauphin County,,5
42075002000,Census Tract 20,Lebanon County,,4
42079210400,Census Tract 2104,Luzerne County,,3
42079210600,Census Tract 2106,Luzerne County,,4
42079211101,Census Tract 2111.01,Luzerne County,,3
42079211201,Census Tract 2112.01,Luzerne County,,2
42079211203,Census Tract 2112.03,Luzerne County,,4
42079211303,Census Tract 2113.03,Luzerne County,,4
42079211400,Census Tract 2114,Luzerne County,,2
42079211600,Census Tract 2116,Luzerne County,,3
42079211702,Census Tract 2117.02,Luzerne County,,2
42079211800,Census Tract 2118,Luzerne County,,3
42079212000,Census Tract 2120,Luzerne County,,3
42079212100,Census Tract 2121,Luzerne County,,2
42079212200,Census Tract 2122,Luzerne County,,2
42079212700,Census Tract 2127,Luzerne County,,3
42079212800,Census Tract 2128,Luzerne County,,2
42079213400,Census Tract 2134,Luzerne County,,2
42079217001,Census Tract 2170.01,Luzerne County,,7
42043021901,Census Tract 219.01,Dauphin County,,3
42043021903,Census Tract 219.03,Dauphin County,,3
42043021904,Census Tract 219.04,Dauphin County,,3
42043022100,Census Tract 221,Dauphin County,,4
42043022200,Census Tract 222,Dauphin County,,5
42043022605,Census Tract 226.05,Dauphin County,,3
42043023601,Census Tract 236.01,Dauphin County,,3
42043023602,Census Tract 236.02,Dauphin County,,3
42075002300,Census Tract 23,Lebanon County,,3
42043024104,Census Tract 241.04,Dauphin County,,1
42043024105,Census Tract 241.05,Dauphin County,,1
42101024400,Census Tract 244,Philadelphia County,,6
42043024800,Census Tract 248,Dauphin County,,4
42075002400,Census Tract 24,Lebanon County,,3
42101025500,Census Tract 255,Philadelphia County,,3
42101025600,Census Tract 256,Philadelphia County,,2
42101025700,Census Tract 257,Philadelphia County,,2
42101025800,Census Tract 258,Philadelphia County,,4
42101025900,Census Tract 259,Philadelphia County,,3
42003261500,Census Tract 2615,Allegheny County,,5
42003262000,Census Tract 2620,Allegheny County,,5
42101026301,Census Tract 263.01,Philadelphia County,,5
42075002701,Census Tract 27.01,Lebanon County,,3
42003270300,Census Tract 2703,Allegheny County,,4
42003270400,Census Tract 2704,Allegheny County,,4
42003270800,Census Tract 2708,Allegheny County,,4
42003271500,Census Tract 2715,Allegheny County,,6
42003281400,Census Tract 2814,Allegheny County,,4
42003281500,Census Tract 2815,Allegheny County,,4
42003290200,Census Tract 2902,Allegheny County,,5
42101029200,Census Tract 292,Philadelphia County,,4
42101000200,Census Tract 2,Philadelphia County,,2
42003300100,Census Tract 3001,Allegheny County,,7
42003310300,Census Tract 3103,Allegheny County,,3
42003320600,Census Tract 3206,Allegheny County,,4
42101033200,Census Tract 332,Philadelphia County,,3
42101035601,Census Tract 356.01,Philadelphia County,,3
42075003500,Census Tract 35,Lebanon County,,3
42101036900,Census Tract 369,Philadelphia County,,1
42101037200,Census Tract 372,Philadelphia County,,3
42101037300,Census Tract 373,Philadelphia County,,2
42075003700,Census Tract 37,Lebanon County,,4
42101038400,Census Tract 384,Philadelphia County,,2
42101038500,Census Tract 385,Philadelphia County,,2
42101038600,Census Tract 386,Philadelphia County,,2
42075003800,Census Tract 38,Lebanon County,,3
42101000300,Census Tract 3,Philadelphia County,,1
42101000402,Census Tract 4.02,Philadelphia County,,1
42003401200,Census Tract 4012,Allegheny County,,6
42003401300,Census Tract 4013,Allegheny County,,3
42003402000,Census Tract 4020,Allegheny County,,4
42045403601,Census Tract 4036.01,Delaware County,,3
42045404800,Census Tract 4048,Delaware County,,8
42045404900,Census Tract 4049,Delaware County,,9
42003405000,Census Tract 4050,Allegheny County,,4
42045405000,Census Tract 4050,Delaware County,,6
42045405100,Census Tract 4051,Delaware County,,6
42045405200,Census Tract 4052,Delaware County,,6
42003406000,Census Tract 4060,Allegheny County,,3
42045406201,Census Tract 4062.01,Delaware County,,3
42045406202,Census Tract 4062.02,Delaware County,,3
42045406300,Census Tract 4063,Delaware County,,4
42045406700,Census Tract 4067,Delaware County,,4
42045406801,Census Tract 4068.01,Delaware County,,3
42045406803,Census Tract 4068.03,Delaware County,,2
42045406903,Census Tract 4069.03,Delaware County,,3
42045407802,Census Tract 4078.02,Delaware County,,2
42045407804,Census Tract 4078.04,Delaware County,,2
42045407805,Census Tract 4078.05,Delaware County,,2
42045409903,Census Tract 4099.03,Delaware County,,3
42003410000,Census Tract 4100,Allegheny County,,2
42003413400,Census Tract 4134,Allegheny County,,2
42003416000,Census Tract 4160,Allegheny County,,3
42003417100,Census Tract 4171,Allegheny County,,3
42003417200,Census Tract 4172,Allegheny County,,4
42003418000,Census Tract 4180,Allegheny County,,3
42003419000,Census Tract 4190,Allegheny County,,3
42003423000,Census Tract 4230,Allegheny County,,2
42003426700,Census Tract 4267,Allegheny County,,3
42003426800,Census Tract 4268,Allegheny County,,2
42003428100,Census Tract 4281,Allegheny County,,4
42003429400,Census Tract 4294,Allegheny County,,3
42003429700,Census Tract 4297,Allegheny County,,3
42003430100,Census Tract 4301,Allegheny County,,3
42003437000,Census Tract 4370,Allegheny County,,2
42003463900,Census Tract 4639,Allegheny County,,5
42003475101,Census Tract 4751.01,Allegheny County,,3
42003480101,Census Tract 4801.01,Allegheny County,,3
42003480102,Census Tract 4801.02,Allegheny County,,3
42003481000,Census Tract 4810,Allegheny County,,5
42003482500,Census Tract 4825,Allegheny County,,4
42003484500,Census Tract 4845,Allegheny County,,3
42003486700,Census Tract 4867,Allegheny County,,5
42003489002,Census Tract 4890.02,Allegheny County,,2
42003498000,Census Tract 4980,Allegheny County,,4
42003499300,Census Tract 4993,Allegheny County,,4
42003499400,Census Tract 4994,Allegheny County,,6
42003500300,Census Tract 5003,Allegheny County,,4
42003501000,Census Tract 5010,Allegheny County,,4
42003551900,Census Tract 5519,Allegheny County,,8
42003561500,Census Tract 5615,Allegheny County,,5
42003562500,Census Tract 5625,Allegheny County,,7
42003563200,Census Tract 5632,Allegheny County,,3
42077006302,Census Tract 63.02,Lehigh County,,3
42077006304,Census Tract 63.04,Lehigh County,,2
42077006500,Census Tract 65,Lehigh County,,4
42109070100,Census Tract 701,Snyder County,,3
42109070200,Census Tract 702,Snyder County,,3
42125704100,Census Tract 7041,Washington County,,7
42109070400,Census Tract 704,Snyder County,,4
42109070600,Census Tract 706,Snyder County,,4
42125711000,Census Tract 7110,Washington County,,4
42125712700,Census Tract 7127,Washington County,,4
42125713700,Census Tract 7137,Washington County,,4
42125714000,Census Tract 7140,Washington County,,4
42125715700,Census Tract 7157,Washington County,,4
42125721000,Census Tract 7210,Washington County,,4
42125722700,Census Tract 7227,Washington County,,4
42125731000,Census Tract 7310,Washington County,,3
42125732000,Census Tract 7320,Washington County,,3
42125741100,Census Tract 7411,Washington County,,3
42125741300,Census Tract 7413,Washington County,,3
42125742100,Census Tract 7421,Washington County,,2
42125742200,Census Tract 7422,Washington County,,4
42125743700,Census Tract 7437,Washington County,,3
42125744100,Census Tract 7441,Washington County,,3
42125745200,Census Tract 7452,Washington County,,2
42125746100,Census Tract 7461,Washington County,,2
42125746200,Census Tract 7462,Washington County,,2
42125751200,Census Tract 7512,Washington County,,4
42125752700,Census Tract 7527,Washington County,,3
42125753700,Census Tract 7537,Washington County,,3
42125754300,Census Tract 7543,Washington County,,5
42125754400,Census Tract 7544,Washington County,,7
42125754500,Census Tract 7545,Washington County,,4
42125754600,Census Tract 7546,Washington County,,4
42125755100,Census Tract 7551,Washington County,,3
42125755700,Census Tract 7557,Washington County,,3
42125761000,Census Tract 7610,Washington County,,3
42125762000,Census Tract 7620,Washington County,,4
42125763700,Census Tract 7637,Washington County,,4
42125764000,Census Tract 7640,Washington County,,5
42125771200,Census Tract 7712,Washington County,,4
42125772700,Census Tract 7727,Washington County,,5
42125773100,Census Tract 7731,Washington County,,5
42125774700,Census Tract 7747,Washington County,,3
42125781700,Census Tract 7817,Washington County,,4
42125784000,Census Tract 7840,Washington County,,4
42125792200,Census Tract 7922,Washington County,,5
42125795700,Census Tract 7957,Washington County,,5
42129802900,Census Tract 8029,Westmoreland County,,2
42119090102,Census Tract 901.02,Union County,,4
42119090600,Census Tract 906,Union County,,3
42119090700,Census Tract 907,Union County,,3
42077000102,Census Tract 1.02,Lehigh County,,5
42017100207,Census Tract 1002.07,Bucks County,,3
42069100200,Census Tract 1002,Lackawanna County,,3
42069100300,Census Tract 1003,Lackawanna County,,4
42069100500,Census Tract 1005,Lackawanna County,,3
42069100600,Census Tract 1006,Lackawanna County,,3
42069101200,Census Tract 1012,Lackawanna County,,3
42069101600,Census Tract 1016,Lackawanna County,,4
42069101800,Census Tract 1018,Lackawanna County,,2
42069102800,Census Tract 1028,Lackawanna County,,2
42069110201,Census Tract 1102.01,Lackawanna County,,5
42069110202,Census Tract 1102.02,Lackawanna County,,4
42069110300,Census Tract 1103,Lackawanna County,,3
42069110402,Census Tract 1104.02,Lackawanna County,,2
42069110403,Census Tract 1104.03,Lackawanna County,,2
42069111100,Census Tract 1111,Lackawanna County,,3
42069112100,Census Tract 1121,Lackawanna County,,3
42101015200,Census Tract 152,Philadelphia County,,8
42095016600,Census Tract 166,Northampton County,,4
42101008801,Census Tract 88.01,Philadelphia County,,2
42017100209,Census Tract 1002.09,Bucks County,,2
42017100210,Census Tract 1002.10,Bucks County,,3
42017100211,Census Tract 1002.11,Bucks County,,2
42017100212,Census Tract 1002.12,Bucks County,,3
42017100302,Census Tract 1003.02,Bucks County,,4
42017100304,Census Tract 1003.04,Bucks County,,3
42017100306,Census Tract 1003.06,Bucks County,,4
42017100307,Census Tract 1003.07,Bucks County,,3
42017100401,Census Tract 1004.01,Bucks County,,3
42017100402,Census Tract 1004.02,Bucks County,,4
42017100811,Census Tract 1008.11,Bucks County,,2
42017101401,Census Tract 1014.01,Bucks County,,3
42017101403,Census Tract 1014.03,Bucks County,,3
42011010201,Census Tract 102.01,Berks County,,4
42069102500,Census Tract 1025,Lackawanna County,,4
42017104505,Census Tract 1045.05,Bucks County,,1
42017105206,Census Tract 1052.06,Bucks County,,2
42017105208,Census Tract 1052.08,Bucks County,,2
42017106200,Census Tract 1062,Bucks County,,2
42049011002,Census Tract 110.02,Erie County,,3
42069110401,Census Tract 1104.01,Lackawanna County,,2
42069110500,Census Tract 1105,Lackawanna County,,2
42069110600,Census Tract 1106,Lackawanna County,,3
42069111800,Census Tract 1118,Lackawanna County,,4
42069112000,Census Tract 1120,Lackawanna County,,2
42069112400,Census Tract 1124,Lackawanna County,,4
42069112500,Census Tract 1125,Lackawanna County,,4
42069112700,Census Tract 1127,Lackawanna County,,3
42069112800,Census Tract 1128,Lackawanna County,,3
42049011505,Census Tract 115.05,Erie County,,3
42081011800,Census Tract 118,Lycoming County,,4
42027011902,Census Tract 119.02,Centre County,,2
42049012002,Census Tract 120.02,Erie County,,4
42027012000,Census Tract 120,Centre County,,4
42011012105,Census Tract 121.05,Berks County,,3
42027012200,Census Tract 122,Centre County,,4
42027012300,Census Tract 123,Centre County,,2
42027012400,Census Tract 124,Centre County,,3
42027012500,Census Tract 125,Centre County,,4
42027012600,Census Tract 126,Centre County,,4
42011013702,Census Tract 137.02,Berks County,,4
42095016700,Census Tract 167,Northampton County,,2
42095016800,Census Tract 168,Northampton County,,4
42095017200,Census Tract 172,Northampton County,,4
42095017300,Census Tract 173,Northampton County,,4
42095017402,Census Tract 174.02,Northampton County,,4
42095017501,Census Tract 175.01,Northampton County,,3
42095017502,Census Tract 175.02,Northampton County,,3
42095017603,Census Tract 176.03,Northampton County,,4
42101018300,Census Tract 183,Philadelphia County,,3
42101018400,Census Tract 184,Philadelphia County,,4
42101019000,Census Tract 190,Philadelphia County,,5
42101019100,Census Tract 191,Philadelphia County,,5
42101019200,Census Tract 192,Philadelphia County,,7
42101019700,Census Tract 197,Philadelphia County,,7
42101019800,Census Tract 198,Philadelphia County,,6
42101019900,Census Tract 199,Philadelphia County,,10
42049001900,Census Tract 19,Erie County,,6
42049000100,Census Tract 1,Erie County,,5
42101020000,Census Tract 200,Philadelphia County,,9
42043020100,Census Tract 201,Dauphin County,,4
42101020200,Census Tract 202,Philadelphia County,,9
42043020300,Census Tract 203,Dauphin County,,5
42101020300,Census Tract 203,Philadelphia County,,7
42111020300,Census Tract 203,Somerset County,,6
42043020400,Census Tract 204,Dauphin County,,4
42101020400,Census Tract 204,Philadelphia County,,6
42101020500,Census Tract 205,Philadelphia County,,7
42091206802,Census Tract 2068.02,Montgomery County,,2
42101020600,Census Tract 206,Philadelphia County,,3
42101020700,Census Tract 207,Philadelphia County,,2
42111020700,Census Tract 207,Somerset County,,6
42091208204,Census Tract 2082.04,Montgomery County,,3
42101020800,Census Tract 208,Philadelphia County,,2
42049002000,Census Tract 20,Erie County,,4
42043021100,Census Tract 211,Dauphin County,,6
42043021200,Census Tract 212,Dauphin County,,8
42111021600,Census Tract 216,Somerset County,,5
42043021800,Census Tract 218,Dauphin County,,4
42043022000,Census Tract 220,Dauphin County,,4
42043022501,Census Tract 225.01,Dauphin County,,2
42043022502,Census Tract 225.02,Dauphin County,,3
42043022601,Census Tract 226.01,Dauphin County,,3
42043022604,Census Tract 226.04,Dauphin County,,2
42043022800,Census Tract 228,Dauphin County,,3
42043022900,Census Tract 229,Dauphin County,,5
42043023000,Census Tract 230,Dauphin County,,4
42043023100,Census Tract 231,Dauphin County,,4
42043023400,Census Tract 234,Dauphin County,,5
42043023900,Census Tract 239,Dauphin County,,4
42043024001,Census Tract 240.01,Dauphin County,,4
42043024002,Census Tract 240.02,Dauphin County,,3
42043024101,Census Tract 241.01,Dauphin County,,2
42043024102,Census Tract 241.02,Dauphin County,,1
42043024200,Census Tract 242,Dauphin County,,2
42043024300,Census Tract 243,Dauphin County,,2
42043024503,Census Tract 245.03,Dauphin County,,2
42043024600,Census Tract 246,Dauphin County,,3
42043024700,Census Tract 247,Dauphin County,,3
42043025100,Census Tract 251,Dauphin County,,4
42043025300,Census Tract 253,Dauphin County,,4
42049002500,Census Tract 25,Erie County,,5
42049000200,Census Tract 2,Erie County,,3
42089300102,Census Tract 3001.02,Monroe County,,6
42089300301,Census Tract 3003.01,Monroe County,,9
42089300304,Census Tract 3003.04,Monroe County,,9
42089300401,Census Tract 3004.01,Monroe County,,5
42089300402,Census Tract 3004.02,Monroe County,,6
42089300600,Census Tract 3006,Monroe County,,4
42089300900,Census Tract 3009,Monroe County,,4
42029301000,Census Tract 3010,Chester County,,2
42089301202,Census Tract 3012.02,Monroe County,,5
42089301203,Census Tract 3012.03,Monroe County,,5
42089301302,Census Tract 3013.02,Monroe County,,5
42085031400,Census Tract 314,Mercer County,,4
42085032200,Census Tract 322,Mercer County,,4
42085032601,Census Tract 326.01,Mercer County,,4
42085032800,Census Tract 328,Mercer County,,3
42085033000,Census Tract 330,Mercer County,,5
42101037900,Census Tract 379,Philadelphia County,,3
42101038000,Census Tract 380,Philadelphia County,,5
42101038100,Census Tract 381,Philadelphia County,,6
42101038200,Census Tract 382,Philadelphia County,,5
42101038300,Census Tract 383,Philadelphia County,,7
42101038700,Census Tract 387,Philadelphia County,,2
42101038800,Census Tract 388,Philadelphia County,,2
42101038900,Census Tract 389,Philadelphia County,,4
42101039000,Census Tract 390,Philadelphia County,,5
42049000300,Census Tract 3,Erie County,,4
42045403800,Census Tract 4038,Delaware County,,3
42045403901,Census Tract 4039.01,Delaware County,,3
42045403902,Census Tract 4039.02,Delaware County,,3
42045406100,Census Tract 4061,Delaware County,,4
42125745100,Census Tract 7451,Washington County,,2
42125751100,Census Tract 7511,Washington County,,3
42125755200,Census Tract 7552,Washington County,,2
42125771100,Census Tract 7711,Washington County,,3
42125775200,Census Tract 7752,Washington County,,5
42125775300,Census Tract 7753,Washington County,,6
42125782700,Census Tract 7827,Washington County,,5
42125783200,Census Tract 7832,Washington County,,7
42125783300,Census Tract 7833,Washington County,,6
